Rank,Company,Domain,Vertical,Country,ICP Tier,ICP Score,Monthly Visits,Tech Spend,Has Case Study Match
919,Shell PLC,shell.com.kw,Business And Industrial,KW,Tier 3,25,,8400,No
920,startalittlegood,startalittlegood.com,Science,,Tier 3,25,,8400,No
921,Shell PLC,shell.com.my,Business And Industrial,NL,Tier 3,25,,8400,No
922,Shell PLC,shell.com.na,Business And Industrial,NA,Tier 3,25,,8400,No
923,Shell Petroleum Development Company of Nigeria Limited,shell.com.ng,Business And Industrial,NG,Tier 3,25,,8400,No
924,Shell International Petroleum Company Ltd,shell.com.om,Business And Industrial,OM,Tier 3,25,,8400,No
925,,usmfcu.org,Finance,US,Tier 3,25,,8398,No
926,,valleydirect.com,Finance,US,Tier 3,25,,8132,No
927,Spence Doors Warranty,spencedoors.com.au,Business And Industrial,AU,Tier 3,25,,8110,No
928,BHH Affiliates LLC,berkshirehathawayhomeservicesrealestatecenter.com,Business And Industrial,US,Tier 3,25,,7937,No
929,Choice Hotels International Inc,joinchoicehotels.com.au,Business And Industrial,AU,Tier 3,25,,7860,No
930,BHHS Heritage Realtors,bhhsheritagerealtors.com,Business And Industrial,US,Tier 3,25,,7837,No
931,INSTACHAUF SaS,instachauf.fr,Science,FR,Tier 3,25,,7720,No
932,Spherium Streamline Your Business Operations,spheriuminc.com,Technology And Computing,,Tier 3,25,,7660,No
933,,alert.swiss,Science,CH,Tier 3,25,,7607,No
934,InvoTools,invotools.io,Technology And Computing,,Tier 3,25,,7600,No
935,,unilock.co.kr,Science,KR,Tier 3,25,,7600,No
936,Apartment Income REIT LLC,lincolnplaceapthomes.com,Technology And Computing,US,Tier 3,25,,7600,No
937,IntelligentCARE,intelligentcare.com,Science,DK,Tier 3,25,,7553,No
938,,workcafe.es,Technology And Computing,ES,Tier 3,25,,7550,No
939,Integrated Benefit Solutions,integratedbenefits.ca,Finance,CA,Tier 3,25,,7547,No
940,ASSA ABLOY Door Group,flemingdoor.com,Business And Industrial,CA,Tier 3,25,,7517,No
941,,asmokelessworld.com,Science,,Tier 3,25,,7500,No
942,Embody Inc,embody-inc.com,Technology And Computing,US,Tier 3,25,,7434,No
943,707 Leahy Apartments,live707leahy.com,Technology And Computing,US,Tier 3,25,,7350,No
944,,ploom.gr,Technology And Computing,,Tier 3,25,,7317,No
945,Ministry of Corporate Affairs,mca.gov.in,Business And Industrial,IN,Tier 3,25,,7300,No
946,BHHs Hill Country Properties,bhhshillcountryproperties.com,Business And Industrial,US,Tier 3,25,,7237,No
947,Provincie Antwerpen CVO Vitant,cvovitant.be,Technology And Computing,BE,Tier 3,25,,7227,No
948,BHH Affiliates LLC,jillsellswichita.com,Business And Industrial,US,Tier 3,25,,7219,No
949,BHH Affiliates LLC,gigieharpel.com,Business And Industrial,US,Tier 3,25,,7219,No
950,Moog Medical,moogultrasonics.com,Science,US,Tier 3,25,,7200,No
951,Big Tree Solar Project,bigtreesolar.com,Business And Industrial,US,Tier 3,25,,7182,No
952,Fountain Wind Project,fountainwind.com,Business And Industrial,US,Tier 3,25,,7182,No
953,Shell PLC,shell.com.kz,Business And Industrial,RU,Tier 3,25,,7000,No
954,Chubb INA Holdings Inc,chubbtravelinsurance.co.id,Finance,US,Tier 3,25,,7000,No
955,KVH DevilDogs z.s,devildogs.eu,"Law, Govt And Politics",CZ,Tier 3,25,,7000,No
956,Kadex B.V,kadex.eu,Technology And Computing,NL,Tier 3,25,,7000,No
957,Mastercard Group,mastercard.ke,Business And Industrial,US,Tier 3,25,,7000,No
958,Tech Inoviq Solutions,techinoviq.com,Technology And Computing,AE,Tier 3,25,,6900,No
959,Fire Engineering Books,fireengineeringbooks.com,"Law, Govt And Politics",US,Tier 3,25,,6898,No
960,Ardrossan Insurance Brokers Pty,ardrossaninsurance.com.au,Business And Industrial,AU,Tier 3,25,,6567,No
961,Nevada IT Solutions,nevadaitsolutions.com,Technology And Computing,US,Tier 3,25,,6561,No
962,,edmca.com,Business And Industrial,CA,Tier 3,25,,6483,No
963,IHS Ltd,ihstowers.com,Business And Industrial,GB,Tier 3,25,,6371,No
964,Camai Community Health Center Inc,camaichc.org,Finance,US,Tier 3,25,,6207,No
965,Visa,visa.com.tr,Technology And Computing,US,Tier 3,25,,6038,No
966,,franktaglienti.com,Business And Industrial,US,Tier 3,25,,5989,No
967,FCCI Insurance Group Inc,fcci-group.com,Business And Industrial,US,Tier 3,25,,5910,No
968,,toxicology.abbott,Technology And Computing,,Tier 3,25,,5860,No
969,VOS Virtual Operative Services OU,virtualopservices.com,Technology And Computing,EE,Tier 3,25,,5799,No
970,Henkel AG & Co,tucasaclub.com,Finance,,Tier 3,25,,5760,No
971,Cloudbusters Inc,mycloudbusters.com,Technology And Computing,US,Tier 3,25,,5704,No
972,,tbsl.bz,Business And Industrial,,Tier 3,25,,5700,No
973,Infoprotection,infoprotection.fr,Business And Industrial,FR,Tier 3,25,,5672,No
974,,anzctr.org.au,Business And Industrial,AU,Tier 3,25,,5650,No
975,Novareti S.p.A,novareti.eu,Technology And Computing,IT,Tier 3,25,,5600,No
976,Viasat Satellite Internet,viasatprovider.com,Technology And Computing,US,Tier 3,25,,5447,No
977,globalfpo.com,globalfpo.com,Business And Industrial,US,Tier 3,25,,5415,No
978,Elevator Ventures,elevator-ventures.com,Business And Industrial,,Tier 3,25,,5378,No
979,SIGNAL Krankenversicherung a.G,signal-iduna-park.de,Technology And Computing,DE,Tier 3,25,,5365,No
980,,trustforeducators.com,Business And Industrial,US,Tier 3,25,,5340,No
981,ceresit co,ceresit.ua,Business And Industrial,UA,Tier 3,25,,5250,No
982,Pruittcares Foundation Inc,pruittcares.org,Finance,US,Tier 3,25,,5250,No
983,Crown Equipment Corporation,employee.crown,Technology And Computing,US,Tier 3,25,,5225,No
984,Visa,visa.com.vn,Technology And Computing,JP,Tier 3,25,,5220,No
985,Girl Scouts Heart of The South,girlscoutshs.org,Technology And Computing,US,Tier 3,25,,5219,No
986,engage-systems.com -,engage-systems.com,Technology And Computing,US,Tier 3,25,,5160,No
987,AD Movers,admoversla.com,Business And Industrial,US,Tier 3,25,,5125,No
988,,acciona-construccion.com,Business And Industrial,,Tier 3,25,,5065,No
989,Hymans Robertson LLP,warburtonsdbpension.co.uk,Finance,GB,Tier 3,25,,5065,No
990,,nuskin.com.tw,Technology And Computing,,Tier 3,25,,5065,No
991,Hymans Robertson LLP,travisperkinspensions.co.uk,Finance,GB,Tier 3,25,,5065,No
992,,azmed.uy,Technology And Computing,,Tier 3,25,,5050,No
993,Visa,visasoutheasteurope.com,Technology And Computing,US,Tier 3,25,,5050,No
994,,azmedconnect.sg,Science,SG,Tier 3,25,,5050,No
995,,nbfstud.com,Technology And Computing,US,Tier 3,25,,5000,No
996,ADEE CONSULTING Pty Ltd,adee.com.au,Technology And Computing,AU,Tier 3,25,,4900,No
997,Max Ufficio,maxufficio.it,Business And Industrial,IT,Tier 3,25,,4900,No
998,Allianz SE,allianz.mg,Business And Industrial,MG,Tier 3,25,,4900,No
999,Henkel AG,pril-isis.com,"Law, Govt And Politics",DZ,Tier 3,25,,4900,No
1000,,ceresit.pl,"Law, Govt And Politics",PL,Tier 3,25,,4900,No
1001,coloreria co,coloreria.it,Science,IT,Tier 3,25,,4900,No
1002,Nelsen Co,nelsen.it,Science,IT,Tier 3,25,,4900,No
1003,Henkel Italia S.r.l,ariasana.it,Business And Industrial,IT,Tier 3,25,,4900,No
1004,,dylon.se,Business And Industrial,SE,Tier 3,25,,4900,No
1005,EpicStash Ltd,epicstash.co.uk,Technology And Computing,GB,Tier 3,25,,4900,No
1006,,mybetterworld.be,Finance,BE,Tier 3,25,,4897,No
1007,Syracuse Fire Department Credit Union,syrfirecu.com,"Law, Govt And Politics",US,Tier 3,25,,4788,No
1008,Raiffeisen Bank International,stepicceecharity.org,Business And Industrial,FR,Tier 3,25,,4768,No
1009,ASTROAID FOUNDATION,astroaid.org,Business And Industrial,US,Tier 3,25,,4719,No
1010,Vetlanta,vetlanta.org,"Law, Govt And Politics",,Tier 3,25,,4688,No
1011,Viewpoint Innovations,viewpointinnovations.com,Technology And Computing,,Tier 3,25,,4636,No
1012,,agrolabriola.com,"Law, Govt And Politics",AR,Tier 3,25,,4625,No
1013,GridLiance,gridliance.com,Business And Industrial,US,Tier 3,25,,4610,No
1014,,thechildrensctr.com,"Law, Govt And Politics",US,Tier 3,25,,4575,No
1015,Moog Inc,moog.de,Technology And Computing,DE,Tier 3,25,,4560,No
1016,ERP LOGISTICS,erp-logistics.com,Technology And Computing,,Tier 3,25,,4560,No
1017,,allerganaesthetics.it,Technology And Computing,IT,Tier 3,25,,4546,No
1018,,amerihealthcaritaschc.com,Technology And Computing,US,Tier 3,25,,4510,No
1019,AMERIHEALTH CARITAS FLORIDA,amerihealthcaritasfl.com,Business And Industrial,US,Tier 3,25,,4510,No
1020,LASHARE.EU,lashare.eu,Business And Industrial,DE,Tier 3,25,,4500,No
1021,Chubb INA Holdings Inc,chubbinsured.com,Business And Industrial,US,Tier 3,25,,4450,No
1022,,gdvehiculos.com,Finance,ES,Tier 3,25,,4440,No
1023,Allergan Aesthetics,allerganaesthetics.nl,Science,NL,Tier 3,25,,4435,No
1024,Torrent Technologies LLC,torrentcorp.com,Business And Industrial,US,Tier 3,25,,4410,No
1025,,aigfacdesklatam.com,Business And Industrial,US,Tier 3,25,,4300,No
1026,,enginerebuildcenter.com,Business And Industrial,,Tier 3,25,,4250,No
1027,Ohio Business Machines,ohiobusinessmachines.com,Technology And Computing,US,Tier 3,25,,4247,No
1028,,capeconsulting.net,Business And Industrial,,Tier 3,25,,4200,No
1029,Family Hearing Center,hearnh.com,Technology And Computing,US,Tier 3,25,,4200,No
1030,,railwaytools.de,Science,DE,Tier 3,25,,4150,No
1031,,futureworklab.de,Finance,DE,Tier 3,25,,4150,No
1032,Ortsgemeinde Niederelbert,niederelbert.de,Technology And Computing,DE,Tier 3,25,,4147,No
1033,,reinsfeld.de,Business And Industrial,DE,Tier 3,25,,4147,No
1034,Redemaq,redemaq.com.br,Business And Industrial,BR,Tier 3,25,,4128,No
1035,,centrooestemassey.com.br,Business And Industrial,,Tier 3,25,,4128,No
1036,"Alticor, Inc.",alticor.com,Technology And Computing,US,Tier 3,25,,4110,No
1037,Design Shanghai CN,designshanghai.cn,Technology And Computing,GB,Tier 3,25,,4100,No
1038,,actuarius.com.mx,Technology And Computing,,Tier 3,25,,4057,No
1039,Riedel Automobile GmbH,bmw-riedel.de,Technology And Computing,DE,Tier 3,25,,4042,No
1040,Smiledoc S.r.l,smiledoc.it,Technology And Computing,IT,Tier 3,25,,3992,No
1041,Kia Ruedatur,kiamalaga.es,Technology And Computing,ES,Tier 3,25,,3949,No
1042,Techbuys,techbuys.pk,Technology And Computing,PK,Tier 3,25,,3927,No
1043,Stichting de Bibliotheek aan de Vliet,bibliotheekaandevliet.nl,Technology And Computing,NL,Tier 3,25,,3850,No
1044,Flyingstar,thermopads.com,"Law, Govt And Politics",IN,Tier 3,25,,3850,No
1045,,massgeneralbrighamadvantage.org,Technology And Computing,US,Tier 3,25,,3840,No
1046,Tint Works LLC,tintworksllc.com,Business And Industrial,US,Tier 3,25,,3837,No
1047,,germany-bearing.com,Business And Industrial,US,Tier 3,25,,3836,No
1048,,bearing-centre.com,Business And Industrial,US,Tier 3,25,,3836,No
1049,Allergan Aesthetics,allerganaesthetics.be,Science,BE,Tier 3,25,,3835,No
1050,Isynbus,isynbus.com,Business And Industrial,IN,Tier 3,25,,3831,No
1051,,insolutionsworld.com,Business And Industrial,GB,Tier 3,25,,3810,No
1052,,tequestainsurance.com,Business And Industrial,US,Tier 3,25,,3810,No
1053,,gethealthinsurance.com,Finance,US,Tier 3,25,,3810,No
1054,Employee Benefits Group,ebg.com,Business And Industrial,US,Tier 3,25,,3810,No
1055,AC Risk Management Inc,acriskmanagement.com,Finance,US,Tier 3,25,,3810,No
1056,Moog Inc,moog.lu,Science,LU,Tier 3,25,,3810,No
1057,Sparkasse Pfaffenhofen,sparkasse-pfaffenhofen.de,Business And Industrial,DE,Tier 3,25,,3800,No
1058,Stadtsparkasse Bad Pyrmont,ssk-bad-pyrmont.de,Technology And Computing,DE,Tier 3,25,,3800,No
1059,More Natural,morenatural.nl,Business And Industrial,NL,Tier 3,25,,3787,No
1060,,maximusgestao.com,Business And Industrial,,Tier 3,25,,3740,No
1061,Stichting Heuvellandbibliotheken,heuvellandbibliotheken.nl,Technology And Computing,NL,Tier 3,25,,3717,No
1062,,bde.es,Technology And Computing,,Tier 3,25,,3710,No
1063,PawBox,pawbox.ch,"Law, Govt And Politics",CH,Tier 3,25,,3660,No
1064,Rockingham Mitsubishi Dealer Lic,rockinghammitsubishi.com.au,Finance,AU,Tier 3,25,,3650,No
1065,Sulinda,sulinda.com.ua,Business And Industrial,SA,Tier 3,25,,3580,No
1066,Swami Narayanan Temple,swaaminarayanantemple.com,Business And Industrial,IN,Tier 3,25,,3580,No
1067,Peak Plans LLC,peakplans.health,Finance,US,Tier 3,25,,3580,No
1068,,smh-analytics.de,Science,DE,Tier 3,25,,3560,No
1069,,radiance.com.my,Business And Industrial,,Tier 3,25,,3560,No
1070,,marketingbytheo.com,Business And Industrial,,Tier 3,25,,3560,No
1071,,phsscotland.com,Business And Industrial,,Tier 3,25,,3560,No
1072,Tlutch.com,tlutch.com,Business And Industrial,,Tier 3,25,,3560,No
1073,Breve Media,brevemedia.com,Business And Industrial,MX,Tier 3,25,,3560,No
1074,YAP PAKISTAN,yappakistan.com,Finance,PK,Tier 3,25,,3560,No
1075,,nicetomeetcha.com,Business And Industrial,,Tier 3,25,,3560,No
1076,tryckluftspoolen.se,tryckluftspoolen.se,Technology And Computing,,Tier 3,25,,3560,No
1077,Claims Funding International,claimsfundinginternational.eu,"Law, Govt And Politics",IE,Tier 3,25,,3500,No
1078,Fluency Way,fluencyway.com.br,Technology And Computing,,Tier 3,25,,3500,No
1079,,eco-combat.com,Business And Industrial,DE,Tier 3,25,,3500,No
1080,RKS Consulting Services,rksconsultingservices.com,Business And Industrial,,Tier 3,25,,3500,No
1081,,bhhsbaystreetrealtygroup.com,Business And Industrial,US,Tier 3,25,,3500,No
1082,M4 Expo Thailand,m4expo.com,Business And Industrial,IN,Tier 3,25,,3500,No
1083,Tan90 Thermal,tan90thermal.com,Business And Industrial,IN,Tier 3,25,,3500,No
1084,MikroTribologie Centrum TC,mikrotribologiecentrum.de,Science,DE,Tier 3,25,,3500,No
1085,,maatticladder.ie,Business And Industrial,,Tier 3,25,,3500,No
1086,Attiehmedico,attiehmedico.com,Business And Industrial,SA,Tier 3,25,,3500,No
1087,Stichting Basisbibliotheek Montferland,bibliotheekmontferland.nl,Technology And Computing,NL,Tier 3,25,,3500,No
1088,Lifetime Roof & Solar,lifetimeroofandsolar.com,Business And Industrial,US,Tier 3,25,,3500,No
1089,Stichting Openbare Bibliotheek Gulpen-Wittem,bibliotheekgulpen-wittem.nl,Technology And Computing,NL,Tier 3,25,,3500,No
1090,Christchurch Garden Machinery,christchurchgm.co.uk,Business And Industrial,GB,Tier 3,25,,3500,No
1091,,zero-power-electronic.de,Business And Industrial,DE,Tier 3,25,,3500,No
1092,Jesta Infotech,jestainfotech.com,Technology And Computing,IN,Tier 3,25,,3500,No
1093,Money Talk With Melanie,moneytalkwithmelanie.com,Technology And Computing,,Tier 3,25,,3500,No
1094,Mt Challenger Wind Farm,mtchallengerwindfarm.com,Business And Industrial,AU,Tier 3,25,,3500,No
1095,CYAN Wireless,cyanwireless.net,Technology And Computing,,Tier 3,25,,3500,No
1096,Allianz Global Investors GmbH,allianz.ma,Business And Industrial,,Tier 3,25,,3500,No
1097,Yuanta Securities Plc,yuantacambodia.com.kh,Finance,,Tier 3,25,,3500,No
1098,SociisGroup,sociisgroup.com,Technology And Computing,US,Tier 3,25,,3500,No
1099,Aig Australia Ltd,aigpcg.com.au,Finance,,Tier 3,25,,3500,No
1100,Zodiac Poolcare,zodiac-poolcare.pt,Business And Industrial,ES,Tier 3,25,,3500,No
1101,,technogas-customer.com,Technology And Computing,,Tier 3,25,,3500,No
1102,My Store,solarhomenergy.com.br,Business And Industrial,,Tier 3,25,,3500,No
1103,Mercer Co. Ltd,mercer.co.jp,Business And Industrial,US,Tier 3,25,,3500,No
1104,Assa Abloy AB,assaabloy.cn,Business And Industrial,SE,Tier 3,25,,3500,No
1105,American International Group,aigpcg.ae,Finance,,Tier 3,25,,3500,No
1106,,zodiac-poolcare.se,"Law, Govt And Politics",ES,Tier 3,25,,3500,No
1107,Madhyanchal Gramin Bank,mgbank.co.in,Finance,IN,Tier 3,25,,3500,No
1108,South Bay Studios,southbaystudios.net,Business And Industrial,US,Tier 3,25,,3500,No
1109,Notice Honeywell International Inc,honeywellfirstresponder.com,Technology And Computing,US,Tier 3,25,,3500,No
1110,The Tech Blog,thetechblog.tech,Technology And Computing,,Tier 3,25,,3500,No
1111,Cardiolabs Healthcare,cardiolabshealthcare.com,Technology And Computing,IN,Tier 3,25,,3500,No
1112,ABB Management Holding Ltd,hitachiabb-powergrids.com,Business And Industrial,CH,Tier 3,25,,3500,No
1113,,remoteusb.com,Technology And Computing,,Tier 3,25,,3500,No
1114,Lohia Kia,lohiakia.com,Finance,IN,Tier 3,25,,3500,No
1115,Rotobake Close Menu,rotobake.com,Business And Industrial,MY,Tier 3,25,,3500,No
1116,Armurerie Desforges,armurerie-desforges.com,Finance,FR,Tier 3,25,,3500,No
1117,US Bank National Association Payment Services,usbpayment.com,Business And Industrial,US,Tier 3,25,,1550,No
1118,Beshortlisted,beshortlisted.com,Business And Industrial,NG,Tier 3,25,,1386,No
1119,Takas Ltd,takas.lk,Technology And Computing,,Tier 3,25,,1334,No
1120,Springarm by Metalform,springarm.co.nz,Business And Industrial,NZ,Tier 3,25,,688,No
1121,Mogupets,mogupets.com,Science,SG,Tier 3,25,,597,No
1122,Sparerows,sparerows.com,Business And Industrial,IN,Tier 3,25,,557,No
1123,,solutioninfrasecinfo.com,Business And Industrial,FR,Tier 3,25,,497,No
1124,Multipolar Technology,multipolar.com,Business And Industrial,ID,Tier 3,25,,350,No
1125,,zelium.net,Business And Industrial,MY,Tier 3,25,,60,No
1126,,ctelecom.net,Technology And Computing,,Tier 3,25,,0,No
1127,Equitable Holdings Inc,equitable.com,Finance,US,Tier 3,25,,0,No
1128,Baker Street Publishing,bakerstreetpublishing.com,Business And Industrial,US,Tier 3,25,,0,No
1129,Experian Information Solutions Inc,datacredito.com.co,Technology And Computing,,Tier 3,25,,0,No
1130,King & Wood Mallesons Ltd,kwm.com,Business And Industrial,GB,Tier 3,25,,0,No
1131,Wix.com Inc,greatconferencing.com,Technology And Computing,CN,Tier 3,25,,0,No
1132,Plus Your Business,plusyourbusiness.com,Business And Industrial,GB,Tier 3,25,,0,No
1133,Dentsply International,dentsply.com,Business And Industrial,US,Tier 3,25,,0,No
1134,,jostarifa.com,Business And Industrial,CA,Tier 3,25,,0,No
1135,,truckerplates.com,Business And Industrial,US,Tier 3,25,,0,No
1136,Cyber Times,cyber-times.org,Business And Industrial,,Tier 3,25,,0,No
1137,Patheon,patheon.cn,Science,US,Tier 3,25,,0,No
1138,Premium Funding Pty Ltd,premiumfunding.net.au,Finance,AU,Tier 3,25,,0,No
1139,,wcbank.com,Finance,US,Tier 3,25,,0,No
1140,BrightSpeed LLC,brightspeed.com,Technology And Computing,US,Tier 3,25,,0,No
1141,Henkel AG & Co,natureboxbeauty.nl,Science,,Tier 3,25,,0,No
1142,Tactica Consulting,tacticaconsulting.com,Business And Industrial,,Tier 3,25,,0,No
1143,,dieselgrace.com,Business And Industrial,US,Tier 3,25,,0,No
1144,,jjkellerdatasense.com,Business And Industrial,US,Tier 3,25,,0,No
1145,ChoiExper Ltd,choiexpert.com,Science,GR,Tier 3,25,,0,No
1146,,ekranac.com,Finance,,Tier 3,25,,0,No
1147,Mining TAG,miningtag.com,Business And Industrial,MX,Tier 3,25,,0,No
1148,,fbrmetal.com.br,Business And Industrial,,Tier 3,25,,0,No
1149,Activision Publishing Inc,cpcod.top,Technology And Computing,,Tier 3,25,,0,No
1150,medflex,medflex.de,Technology And Computing,DE,Tier 3,25,,0,No
1151,Stuck Door Rehab,stuckdoor.com,Business And Industrial,US,Tier 3,25,,0,No
1152,OnWorks,onworks.net,Technology And Computing,EE,Tier 3,25,,0,No
1153,Quick Rice Purity Test,quickricepuritytest.com,"Law, Govt And Politics",,Tier 3,25,,0,No
1154,,amagency.fr,Technology And Computing,FR,Tier 3,25,,0,No
1155,,macroink-technology.cl,Technology And Computing,,Tier 3,25,,0,No
1156,John Wiley & Sons Inc,wiley.com,Science,US,Tier 3,25,,0,No
1157,Corning Incorporated,akinfefatou.com,Science,US,Tier 3,25,,0,No
1158,Master Payments,masterpayments.net,Business And Industrial,CA,Tier 3,25,,0,No
1159,,bakersfieldkidsdentistry.com,Technology And Computing,US,Tier 3,25,,0,No
1160,,blutec.co.in,Business And Industrial,IN,Tier 3,25,,0,No
1161,Girl Scouts of Gulfcoast Florida Inc,gsgcf.org,Technology And Computing,US,Tier 3,25,,0,No
1162,,ffcalgary.org,"Law, Govt And Politics",CA,Tier 3,25,,0,No
1163,Hamilton Douglas Legal,hdclaims.co.uk,Business And Industrial,GB,Tier 3,25,,0,No
1164,Facebook Inc,facebook.net,Technology And Computing,US,Tier 3,25,,0,No
1165,FedEx Corporation,fedex.com,Business And Industrial,US,Tier 3,25,,0,No
1166,,proudproduct.com,Business And Industrial,,Tier 3,25,,0,No
1167,Moog Inc,moog.fr,Business And Industrial,FR,Tier 3,25,,0,No
1168,Visionbridge Life Sciences Management L.P,visionbridge.com,Science,,Tier 3,25,,0,No
1169,Hymans Robertson LLP,morganpensionschemes.co.uk,Technology And Computing,GB,Tier 3,25,,0,No
1170,Oxa Group,oxa-group.com,Business And Industrial,,Tier 3,25,,0,No
1171,Markham Bank,markhambank.com,Finance,US,Tier 3,25,,0,No
1172,MAGS Skin,magsskin.com,Business And Industrial,,Tier 3,25,,0,No
1173,Banque PSA Finance,stellantisfinancialservices.com,Finance,FR,Tier 3,25,,0,No
1174,Constellation Energy Resources LLC,nebraskagas.com,Business And Industrial,,Tier 3,25,,0,No
1175,91 University,olympuspresa.com,Technology And Computing,CA,Tier 3,25,,0,No
1176,Aspire Wealth,asspirewealth.ltd,Finance,GB,Tier 3,25,,0,No
1177,The Normal Christian Life,thenormalchristianlife.org,Technology And Computing,AU,Tier 3,25,,0,No
1178,,alln1cellular.com,Technology And Computing,US,Tier 3,25,,0,No
1179,,ccicompass.com,Business And Industrial,US,Tier 3,25,,0,No
1180,Sawcafe,sawcafe.com,Business And Industrial,AR,Tier 3,25,,0,No
1181,,social-media-ads.com,Science,,Tier 3,25,,0,No
1182,EPLAN GmbH,eplan.com,Technology And Computing,US,Tier 3,25,,0,No
1183,,all-on.com,Business And Industrial,,Tier 3,25,,0,No
1184,,ndsmods.com,Technology And Computing,,Tier 3,25,,0,No
1185,CVFunerals,cvfunerals.com.au,Technology And Computing,AU,Tier 3,25,,0,No
1186,Janela Imoveis,janelaimoveis.com.br,Business And Industrial,BR,Tier 3,25,,0,No
1187,babellsp.com,babellsp.com,Science,AE,Tier 3,25,,0,No
1188,Engineering,eng.it,Business And Industrial,IT,Tier 3,25,,0,No
1189,,b2bleadgeneration.us,Business And Industrial,BD,Tier 3,25,,0,No
1190,mail.honeywelltj.com,honeywelltj.com,Science,CN,Tier 3,25,,0,No
1191,Audio Immersive,audioimmersive.com,Technology And Computing,,Tier 3,25,,0,No
1192,,gcmethiopia.org,Business And Industrial,US,Tier 3,25,,0,No
1193,Mega Group,megagroup-eg.com,Business And Industrial,,Tier 3,25,,0,No
1194,AXA Holdings Belgium,axa.fr,Business And Industrial,FR,Tier 3,25,,0,No
1195,Champion Home Builders Inc,dutch-housing.com,Technology And Computing,US,Tier 3,25,,0,No
1196,Invincible Digital Private Ltd,invincibledigital.com,Business And Industrial,IN,Tier 3,25,,0,No
1197,Coconut Software,coconutsoftware.com,Technology And Computing,CA,Tier 3,25,,0,No
1198,Banco Financiera Comercial Hondurena S.A,ficohsa.com,Finance,HN,Tier 3,25,,0,No
1199,Osiris Technologies Ltd,osirisit.co.uk,Technology And Computing,GB,Tier 3,25,,0,No
1200,BHH Affiliates LLC,michellesells316.com,Business And Industrial,US,Tier 3,25,,0,No
1201,"Solstice Advanced Materials, Inc.",solstice.com,Business And Industrial,US,Tier 3,25,,0,No
1202,,bc0a.com,Business And Industrial,,Tier 3,25,,0,No
1203,Startease,startease.in,Business And Industrial,US,Tier 3,25,,0,No
1204,,signal-iduna-agentur.de,Business And Industrial,DE,Tier 3,25,,0,No
1205,,sustainera.com,Business And Industrial,NL,Tier 3,25,,0,No
1206,,syriantalent.com,Business And Industrial,AE,Tier 3,25,,0,No
1207,,sherwoodfurniture.design,Business And Industrial,,Tier 3,25,,0,No
1208,Diamond Girl Marketing,diamondgirlmarketing.com,Business And Industrial,,Tier 3,25,,0,No
1209,,hotelstarps.com,"Law, Govt And Politics",US,Tier 3,25,,0,No
1210,AXA Versicherungen AG,axa.ch,Finance,CH,Tier 3,25,,0,No
1211,Guardian Industries Corp,guardianglass.com,"Law, Govt And Politics",,Tier 3,25,,0,No
1212,NBIT,nbit.com,Business And Industrial,US,Tier 3,25,,0,No
1213,,jtrey.com,Finance,US,Tier 3,25,,0,No
1214,Simplyfly LLC,simplyflynow.com,Business And Industrial,US,Tier 3,25,,0,No
1215,Resilient Technology Specialists Ltd,resilienttechnologyspecialists.com,Business And Industrial,GB,Tier 3,25,,0,No
1216,moonpreneur,moonpreneur.com,Technology And Computing,US,Tier 3,25,,0,No
1217,,cpcrdcongo.org,Business And Industrial,CD,Tier 3,25,,0,No
1218,Messe Hannover GmbH,euroblech.com,Business And Industrial,GB,Tier 3,25,,0,No
1219,,billcordell.com,Business And Industrial,US,Tier 3,25,,0,No
1220,CIMB Bank,cimbbank.com.vn,Religion And Spirituality,MY,Tier 3,20,,24602,No
1221,,protea.marriott.com,Unknown,US,Tier 3,20,,24498,No
1222,Costa Cruises,costacruises.co.uk,Travel,IT,Tier 3,20,,24179,No
1223,Puberty Too Soon,pubertytoosoon.com,Society,US,Tier 3,20,,24117,No
1224,Novo Nordisk Pharma Ltd,novonordisk.pk,Careers,PK,Tier 3,20,,23970,No
1225,Keller Williams,timothypshea.com,Real Estate,,Tier 3,20,,23919,No
1226,,manulifeim.com.vn,Unknown,VN,Tier 3,20,,23900,No
1227,Dupont,dupont.de,Travel,DE,Tier 3,20,,23855,No
1228,,dentistsofsantaclara.com,,,Tier 3,20,,23811,No
1229,,dentistsofkatypark.com,,,Tier 3,20,,23811,No
1230,,rivernorthmoderndentistry.com,,,Tier 3,20,,23811,No
1231,,bellflowergatewaymoderndentistry.com,,,Tier 3,20,,23811,No
1232,,dentistsofkenwood.com,,,Tier 3,20,,23811,No
1233,,harperskidsdentistry.com,,,Tier 3,20,,23811,No
1234,,dentistsofsanjuancapistrano.com,,,Tier 3,20,,23811,No
1235,,dentistsofbocavillage.com,Unknown,US,Tier 3,20,,23811,No
1236,,dentistsonsandcanyon.com,,,Tier 3,20,,23811,No
1237,,dentistsatbuckeyecommons.com,,,Tier 3,20,,23811,No
1238,F. Hoffmann-La Roche Ltd,findrochetrials.ca,Unknown,CA,Tier 3,20,,23800,No
1239,Marriott International INC,traveler.marriott.com,Unknown,US,Tier 3,20,,23748,No
1240,Genentech USA Inc,piasky-hcp.com,Unknown,,Tier 3,20,,23487,No
1241,,avo.africa,,,Tier 3,20,,23418,No
1242,Bristol Myers Squibb Australia Pty Ltd,gastro-hub.com.au,Unknown,AU,Tier 3,20,,23400,No
1243,,bms-oncall.com.au,Unknown,AU,Tier 3,20,,23400,No
